diced_tomatoes_can_full_1,0.623918,0.00875982,0.00439378,0.00305588,0.00696927,0.00506634,0.00243885,0.0023461,0.00232645,0.00219635,0.196653,0.00612679,0.00345953,0.00287319,0.00594063,0.00467933,0.00238961,0.00242515,0.00239613,0.00219769,0.646558,0.0112689,0.0068859,0.00372982,0.00519042,0.0040404,0.00245789,0.00251268,0.00226004,0.00222938,0.607939,0.0103518,0.00721069,0.0037196,0.00592144,0.00456702,0.00232828,0.00230569,0.00220136,0.00217682,1.02676,0.0118525,0.00721541,0.00360458,0.00565837,0.0043189,0.0024257,0.00233614,0.00228717,0.00199138,0.78585,0.0124525,0.0062837,0.00379879,0.00539554,0.00411475,0.0024347,0.00228967,0.00235313,0.00232086,0.941686,0.0127463,0.00708264,0.00390241,0.00602317,0.00447097,0.00258915,0.00237158,0.00235893,0.00228101,1.70258,0.0136472,0.00587129,0.00345964,0.00644952,0.00484755,0.0024258,0.00229584,0.00228077,0.00208617,1.57005,0.0189615,0.00645749,0.00392857,0.00670845,0.00505772,0.00257434,0.00240034,0.00233286,0.00210611,0.657526,0.0132045,0.00505701,0.00352872,0.00647902,0.00490215,0.00255457,0.0023422,0.00236473,0.00220294
diced_tomatoes_can_full_2,0.515287,0.0090475,0.00496965,0.00330335,0.0118412,0.00838231,0.00249925,0.00247472,0.00229497,0.00221411,0.172226,0.00619895,0.00408314,0.00289704,0.0123892,0.00852673,0.00239514,0.00226705,0.00233577,0.00218735,0.590362,0.0106703,0.00781771,0.00369336,0.0112325,0.00792999,0.00252108,0.00232023,0.00227765,0.00227038,0.596715,0.00949935,0.00792763,0.00359663,0.0103188,0.00737884,0.0024696,0.00237333,0.00219598,0.00210926,0.761699,0.00927508,0.00644209,0.00335491,0.0117444,0.00814535,0.00246374,0.00237486,0.00229427,0.00209656,0.583681,0.0105574,0.00622803,0.00337847,0.011676,0.00843114,0.00239977,0.00235714,0.00221125,0.00224185,0.819528,0.0121645,0.00561162,0.00333432,0.0109204,0.00785166,0.00247951,0.00236359,0.00236512,0.00220186,1.33778,0.0125895,0.00501435,0.00333662,0.0124648,0.00878225,0.00247922,0.0022775,0.00225087,0.00210825,1.2283,0.0187047,0.00635756,0.00409967,0.0136344,0.00961562,0.00235724,0.002406,0.00236585,0.00212809,0.767018,0.0120209,0.00445174,0.00315372,0.0127952,0.00905407,0.00244523,0.00242433,0.00221425,0.00216097
diced_tomatoes_can_full_3,0.534071,0.00871183,0.00494367,0.00318075,0.0120312,0.00861275,0.00256568,0.00245966,0.0024474,0.00225861,0.207941,0.00645609,0.00390741,0.00300366,0.0115396,0.00814023,0.00246248,0.00238269,0.00217909,0.00215504,0.517702,0.0111165,0.00837939,0.0037998,0.0115234,0.00833443,0.00252938,0.00231015,0.00221667,0.00217937,0.766143,0.0107623,0.00805369,0.00367174,0.0120055,0.00869,0.00244524,0.00227806,0.00228874,0.00222501,0.831665,0.0109516,0.00727165,0.00356643,0.014075,0.00987553,0.00249869,0.00238055,0.00221922,0.00217433,0.809481,0.011357,0.00683939,0.00357325,0.0124184,0.00868964,0.00253877,0.00243655,0.00235262,0.00209959,1.06791,0.0125243,0.00630395,0.00336789,0.0125137,0.00882772,0.00239798,0.00244732,0.00240818,0.0022216,1.45657,0.0130166,0.00598016,0.00352614,0.0140578,0.00991359,0.00253579,0.00248318,0.00227704,0.00221083,1.42182,0.018519,0.00614533,0.00405476,0.0151706,0.0106505,0.00250252,0.00234281,0.00230751,0.00217378,0.677492,0.010671,0.00500798,0.0032967,0.0146828,0.010372,0.00240102,0.00219466,0.00223645,0.00215708
diced_tomatoes_can_full_4,0.433598,0.008624,0.00529347,0.00331054,0.00668047,0.00482914,0.00256554,0.00238912,0.00225569,0.0022209,0.15921,0.00599373,0.00393462,0.00289033,0.00808644,0.00582291,0.00241668,0.00233427,0.0022213,0.00206884,0.578837,0.0101627,0.00873803,0.00361453,0.00582336,0.00462508,0.00232143,0.00232312,0.00215232,0.00212168,0.625648,0.0105362,0.00830822,0.00360657,0.00458366,0.00371031,0.00247049,0.00226773,0.00232805,0.00217571,0.862912,0.0112983,0.00733511,0.00358986,0.005452,0.00409829,0.00256147,0.0023912,0.00223447,0.00233545,0.705158,0.011173,0.00636403,0.00335803,0.00540197,0.00409644,0.00251575,0.00224075,0.00229214,0.00207076,1.25852,0.0130552,0.00645235,0.00348236,0.00502021,0.00375367,0.0024097,0.00233984,0.00221908,0.0020657,1.43284,0.0118646,0.00550845,0.00338379,0.00516908,0.00391822,0.00244398,0.00231146,0.00233305,0.00203689,1.62673,0.0176411,0.00614102,0.00358252,0.00579452,0.00442328,0.0024881,0.00237383,0.00221295,0.00205733,0.591932,0.011181,0.00475251,0.00316713,0.00530631,0.00415816,0.0024381,0.00226583,0.00231737,0.00217177
diced_tomatoes_can_full_5,0.441569,0.00716428,0.00471141,0.0032071,0.00322002,0.00273536,0.00241289,0.00245704,0.00225572,0.00220497,0.193784,0.00555517,0.00373117,0.0030499,0.00344016,0.00280083,0.00237146,0.00239716,0.00228003,0.0021905,0.772252,0.00977637,0.00835584,0.0038039,0.00345737,0.00288213,0.00240891,0.00232575,0.00236338,0.00214445,0.558672,0.0109269,0.00826654,0.00397405,0.00344975,0.00303743,0.00233535,0.00231576,0.00224949,0.00206926,0.609307,0.0105466,0.00780487,0.00378055,0.00341107,0.00290255,0.00260007,0.0022855,0.00222251,0.00210497,0.601319,0.0104513,0.00681693,0.00364233,0.00282764,0.00277165,0.00248066,0.00234609,0.00230224,0.00206275,0.945783,0.0117927,0.00636914,0.00367364,0.00315459,0.00276696,0.00241524,0.00227408,0.00228383,0.00199124,1.12929,0.0120356,0.00584988,0.00358369,0.00318061,0.00273497,0.00243852,0.00235799,0.00236796,0.00214781,1.49243,0.0217484,0.00694197,0.00460954,0.00351073,0.00311258,0.00261311,0.00237454,0.0022918,0.00215745,0.520618,0.0100439,0.0046864,0.00344075,0.00344916,0.00296314,0.00247712,0.00219514,0.00220508,0.00216691
small_orange_bug_repellent_1,0.588297,0.00935534,0.00483149,0.003199,0.00541496,0.00428051,0.00241118,0.00221528,0.0022702,0.00208504,0.10692,0.00607546,0.00296221,0.00280637,0.00446582,0.00352289,0.00223503,0.00227462,0.00218053,0.00215564,0.571544,0.0128173,0.00741871,0.00381265,0.00469588,0.0038203,0.00244758,0.00234192,0.00229618,0.00213088,0.593555,0.0131345,0.00804298,0.00403282,0.00510899,0.00398807,0.00253309,0.00235909,0.00229834,0.00231768,0.696285,0.0124837,0.00814979,0.00387224,0.00577306,0.00443868,0.00258637,0.00219282,0.00225988,0.00217313,0.713428,0.0130178,0.00772413,0.00403927,0.00481515,0.00380068,0.00247473,0.00232313,0.00226158,0.00212794,0.969502,0.0130748,0.00720322,0.00390048,0.00576551,0.00451837,0.00244703,0.00226756,0.00232534,0.00220483,1.45093,0.0140743,0.00689886,0.00385763,0.0055603,0.00417569,0.00252924,0.00237562,0.0022452,0.00226646,1.85436,0.0185572,0.00712676,0.00420736,0.00666301,0.00498478,0.0027373,0.0024168,0.00242086,0.00230001,0.50629,0.0119252,0.00515227,0.00346056,0.00585371,0.00442236,0.00235,0.00228272,0.00230626,0.00211809
small_orange_bug_repellent_2,0.525743,0.00868398,0.00462096,0.00311728,0.0049297,0.00375217,0.0023654,0.00221324,0.00234126,0.00217794,0.195777,0.00646351,0.00424112,0.00300657,0.00463116,0.00373816,0.00236993,0.00239089,0.00237443,0.00210623,0.655755,0.0106615,0.00786652,0.00358602,0.00488884,0.00391123,0.00237699,0.00232169,0.00231339,0.00221276,0.561767,0.0101685,0.00770103,0.00355481,0.00393472,0.00331874,0.00243901,0.00239698,0.00227452,0.00220399,0.80007,0.0100038,0.00702313,0.00353818,0.00405209,0.00331821,0.00239846,0.00228819,0.00223005,0.00203033,0.836179,0.0109283,0.00669351,0.00325256,0.00416881,0.00337631,0.00238533,0.00241318,0.0024964,0.00215667,0.846002,0.0116254,0.00597167,0.00353225,0.00408793,0.00335187,0.00245639,0.00233214,0.00220707,0.00210613,1.14076,0.0133124,0.00575845,0.003459,0.00415911,0.00331062,0.00243038,0.00226823,0.00232655,0.00222966,1.47875,0.0200527,0.00741223,0.00407814,0.00448887,0.0039067,0.00288725,0.00264457,0.00247956,0.00230148,1.92098,0.0725163,0.00868482,0.00435607,0.0055148,0.00420194,0.00293819,0.00258279,0.00259044,0.00222321
small_orange_bug_repellent_3,0.567784,0.008141,0.00513579,0.0029582,0.00961085,0.00695254,0.00241334,0.00236209,0.00222136,0.0020823,0.0944064,0.00610745,0.00315263,0.00276059,0.00911476,0.0067614,0.00231865,0.0022562,0.0023144,0.00211806,0.686261,0.0113578,0.00732898,0.00333343,0.00911724,0.00665335,0.00241973,0.00234568,0.00230456,0.00220614,0.513744,0.00993847,0.0076083,0.00365587,0.010354,0.00737403,0.00237562,0.0024469,0.00242507,0.00213346,0.679435,0.00997957,0.00705193,0.00344404,0.01008,0.00719969,0.00246865,0.00231849,0.00231763,0.00216087,0.810377,0.0106472,0.00670105,0.00339927,0.0101577,0.00722933,0.00251275,0.0023269,0.0023916,0.00211737,1.00292,0.0105985,0.00623972,0.00338067,0.00984449,0.00697136,0.00235343,0.00237851,0.00244804,0.00210453,1.2977,0.0118018,0.00586914,0.0037198,0.00976206,0.00680601,0.00252254,0.00226292,0.00229713,0.00213286,1.11085,0.0123491,0.00534043,0.00338148,0.0123038,0.00874467,0.00248861,0.00226643,0.00226425,0.0021635,0.757356,0.0120258,0.00559156,0.00321691,0.0144342,0.0101191,0.00242791,0.00224257,0.00228725,0.00222669
small_orange_bug_repellent_4,0.495904,0.00786932,0.004583,0.00295441,0.00782142,0.0059166,0.00252196,0.00229123,0.00233156,0.0022198,0.163998,0.00560969,0.00366853,0.00302202,0.0082188,0.00593465,0.00236204,0.00234971,0.00221301,0.0020102,0.701948,0.0102315,0.00787665,0.00365515,0.00799677,0.00606422,0.00247055,0.00236349,0.00227214,0.0021165,0.506295,0.00985755,0.00762457,0.00357275,0.00720604,0.00524388,0.0024602,0.00233886,0.0023171,0.00223024,0.823846,0.0104637,0.00750692,0.00363316,0.00757022,0.00572418,0.0024645,0.00233784,0.00244504,0.00213435,0.946399,0.0109111,0.00700525,0.00349738,0.00796865,0.00595617,0.00247242,0.00231684,0.00229512,0.00221473,1.16922,0.0112721,0.00607749,0.00356528,0.00825605,0.00604386,0.00241837,0.00219406,0.00225011,0.00206961,1.18965,0.0113315,0.00612042,0.00356467,0.00873534,0.00642552,0.00231131,0.00226497,0.00227669,0.00209796,0.955722,0.0124138,0.00583488,0.00338136,0.0109306,0.00784529,0.00236931,0.00225792,0.00218588,0.00205866,0.653529,0.0182109,0.00643807,0.00372829,0.0106604,0.00752485,0.00238566,0.00231941,0.00228981,0.00215867
small_orange_bug_repellent_5,0.469642,0.0082121,0.0049258,0.00288132,0.00297107,0.00265467,0.00240104,0.00247075,0.00223544,0.00220051,0.141699,0.00568422,0.00295695,0.00292411,0.00308026,0.00262131,0.00241373,0.00230675,0.00229502,0.00201835,0.512042,0.00999319,0.00776894,0.00355853,0.00302911,0.00283451,0.00249966,0.00238999,0.00222981,0.00218201,0.440129,0.00986755,0.00798748,0.00353571,0.00307074,0.00274662,0.00253269,0.00238995,0.00220148,0.00219971,0.65579,0.0100147,0.00671979,0.00354738,0.00297513,0.00269449,0.00244273,0.00241855,0.0023083,0.00207708,0.982342,0.0101934,0.00677772,0.00379274,0.00317718,0.00294345,0.00255061,0.0023124,0.00228562,0.00211236,0.893613,0.0109469,0.00593684,0.00340904,0.00340956,0.00282286,0.0023146,0.00236677,0.0022889,0.002088,1.24946,0.0117319,0.00572937,0.00348789,0.00307754,0.00286512,0.00242991,0.00234111,0.00231271,0.00214717,1.14832,0.0116749,0.00535705,0.00349119,0.00300239,0.00270687,0.00235809,0.00233767,0.00237252,0.00229924,0.702266,0.0121933,0.00490691,0.00329888,0.00319027,0.00282901,0.00236499,0.00231454,0.00234866,0.00218581
