diced_tomatoes_can_full_1,0.0810935,-10.5166,1.34865,-1.23244,0.339697,-0.0496696,0.0954574,-10.4301,1.30616,-1.20938,0.343753,-0.0554903,0.0502121,-9.89123,1.24232,-0.846805,0.287055,-0.0518799,0.151091,-9.09652,1.28786,-0.666065,0.0809867,-0.0676008,0.0972241,-9.15245,1.32306,-0.670205,0.0809538,-0.0759926,0.100379,-9.14735,1.3029,-0.663949,0.0798259,-0.0723869,0.118747,-9.13195,1.3146,-0.669327,0.0732718,-0.0703973,0.110635,-9.15112,1.30089,-0.66581,0.0780369,-0.0728712,0.107386,-9.1657,1.30644,-0.66946,0.0836956,-0.0752006,0.101665,-9.14746,1.2968,-0.664829,0.0802757,-0.0699862
diced_tomatoes_can_full_2,-0.00503435,-10.4338,1.28014,-1.15873,0.33384,-0.0720367,-0.0307426,-10.3941,1.25569,-1.13502,0.331775,-0.0738307,0.0154188,-10.0052,1.26155,-0.984808,0.306146,-0.0743229,0.00619844,-9.09624,1.2031,-0.604166,0.101086,-0.0926631,-0.00936946,-9.07126,1.2451,-0.641694,0.0847861,-0.0998162,-0.00563091,-9.06592,1.22574,-0.637641,0.0917118,-0.0900213,0.0196972,-9.06051,1.23562,-0.640724,0.0769907,-0.0945813,-0.009696,-9.06849,1.23083,-0.639392,0.0831469,-0.100364,-0.00586741,-9.0576,1.22264,-0.638435,0.0801688,-0.0974655,-0.00622853,-9.0512,1.24382,-0.632875,0.083884,-0.0864177
diced_tomatoes_can_full_3,0.0101699,-10.5296,1.3802,-1.17718,0.304266,-0.0672484,-0.0237253,-10.4222,1.36414,-1.14076,0.298411,-0.0763553,-0.00521787,-10.0237,1.30015,-0.941927,0.254296,-0.0826347,0.00611377,-9.13974,1.29131,-0.646818,0.073154,-0.0862495,0.0673211,-9.14475,1.29871,-0.638158,0.0661324,-0.0851395,0.0341288,-9.1313,1.31086,-0.642944,0.0682061,-0.101673,0.0531999,-9.1298,1.30289,-0.643393,0.0755158,-0.0954256,0.0243032,-9.15167,1.30911,-0.638838,0.0670299,-0.0940368,0.0173131,-9.14285,1.31846,-0.639075,0.0671063,-0.0902531,0.0254211,-9.15822,1.29504,-0.636883,0.0688885,-0.0945251
diced_tomatoes_can_full_4,-0.00275632,-9.97144,1.32127,-1.01347,0.231115,-0.0772842,0.011504,-9.1123,1.29443,-0.645501,0.0758639,-0.0942289,0.091971,-9.20179,1.29296,-0.655217,0.078481,-0.099353,-0.0645517,-8.70208,1.13752,-0.804825,0.00296551,-0.115946,-0.118346,-8.70168,1.1643,-0.799691,0.00582726,-0.104167,-0.15984,-8.63873,1.115,-0.733494,0.053589,-0.116347,0.062454,-8.3374,0.624855,-0.0598196,0.38385,-0.149758,-0.0738656,-8.48417,0.974246,-0.0602843,0.372974,-0.142965,-0.0401115,-8.47961,0.978795,-0.067316,0.363505,-0.142925,-0.0478349,-8.47441,0.972799,-0.0606594,0.367302,-0.142375
diced_tomatoes_can_full_5,0.0141429,-10.4865,1.38761,-1.20467,0.297432,-0.0759454,0.0180787,-10.3238,1.32084,-1.16569,0.307794,-0.072765,0.00911166,-10.0721,1.29279,-1.02456,0.284467,-0.0752151,0.0240417,-9.06209,1.3005,-0.646507,0.0749751,-0.0944895,0.0301185,-9.16484,1.32845,-0.667609,0.0671212,-0.087834,0.0392071,-9.10657,1.31012,-0.650904,0.0651206,-0.093299,0.0533781,-9.1205,1.33632,-0.665181,0.0604111,-0.100505,0.0395048,-9.1089,1.32434,-0.655983,0.0610806,-0.0927592,0.0285949,-9.1246,1.30214,-0.663352,0.0630507,-0.0916332,0.0461873,-9.11073,1.29722,-0.661861,0.0636717,-0.0934709
small_orange_bug_repellent_1,0.145437,-9.53932,1.35371,-0.832725,0.171362,-0.0398967,0.134861,-9.43488,1.29535,-0.807822,0.17061,-0.0470411,0.139579,-9.2947,1.34757,-0.684636,0.0951103,-0.0565756,0.143341,-9.2239,1.3055,-0.658291,0.0949468,-0.0493751,0.168098,-9.19924,1.30843,-0.658979,0.0946738,-0.0510881,0.160838,-9.18054,1.31144,-0.652828,0.102352,-0.0499638,0.165061,-9.20021,1.29481,-0.651985,0.100474,-0.0496434,0.148689,-9.20565,1.31803,-0.652366,0.0906048,-0.0444512,0.150652,-9.20402,1.32132,-0.650394,0.0961427,-0.0516798,0.174146,-9.20422,1.2947,-0.655878,0.0947271,-0.0531411
small_orange_bug_repellent_2,0.00333111,-9.25489,1.23402,-0.726416,0.113559,-0.087,0.00542366,-9.06715,1.22112,-0.638206,0.0805636,-0.094972,0.118386,-9.03206,1.23366,-0.723477,0.0498046,-0.0971347,-0.196402,-8.68406,1.15025,-0.796778,0.0114103,-0.108426,-0.194947,-8.62197,1.15378,-0.803515,0.00049159,-0.0982818,0.0998064,-8.43507,0.663503,-0.185858,0.348828,-0.148121,-0.0792857,-8.46696,0.956143,-0.0642637,0.371867,-0.141936,-0.0532654,-8.48318,0.958624,-0.0699201,0.373141,-0.135313,-0.0498259,-8.48302,0.960916,-0.0695927,0.369187,-0.142152,-0.0453363,-8.48913,0.956129,-0.071111,0.365004,-0.139611
small_orange_bug_repellent_3,0.0299618,-9.48767,1.27352,-0.773918,0.134373,-0.094091,0.0209849,-9.48495,1.26618,-0.76991,0.13194,-0.0940049,0.0202707,-9.16627,1.18309,-0.670427,0.125764,-0.0911849,0.0443602,-9.09386,1.25114,-0.633292,0.0772613,-0.0879164,0.0523959,-9.06826,1.23662,-0.624385,0.0800741,-0.0885266,0.0253405,-9.07919,1.22351,-0.621191,0.0785326,-0.0932018,0.034864,-9.05819,1.22247,-0.624911,0.0744757,-0.0843429,0.0286634,-9.04814,1.23699,-0.622815,0.0814942,-0.0890046,0.0266416,-9.0501,1.23368,-0.626201,0.077709,-0.0857249,0.040635,-9.06961,1.21763,-0.623172,0.0747063,-0.088477
small_orange_bug_repellent_4,0.0044217,-9.47187,1.30291,-0.796713,0.126212,-0.0829306,-0.015088,-9.34834,1.25608,-0.764217,0.128016,-0.0961712,0.0214761,-9.42712,1.31103,-0.758176,0.0816541,-0.0907853,-0.00780534,-9.11923,1.26153,-0.652909,0.0710912,-0.0774134,0.0132264,-9.10032,1.28639,-0.641381,0.0681051,-0.087767,0.00482327,-9.08983,1.25974,-0.637811,0.0775327,-0.0872404,0.0243641,-9.11018,1.29061,-0.642088,0.0722829,-0.0956687,0.0125336,-9.1143,1.28332,-0.645083,0.0740589,-0.0815424,0.0274545,-9.10379,1.26296,-0.637233,0.0801955,-0.0815073,0.0261326,-9.07276,1.28721,-0.636447,0.0826328,-0.0787428
small_orange_bug_repellent_5,0.0369781,-9.40746,1.23059,-0.767686,0.161828,-0.0739903,0.036269,-9.27252,1.17882,-0.730448,0.162827,-0.0908686,0.0841848,-9.14897,1.21302,-0.711935,0.0843802,-0.0850522,0.0472511,-9.06781,1.1989,-0.620528,0.101416,-0.0848152,0.0510965,-9.02659,1.19361,-0.616456,0.095685,-0.0940199,0.036789,-9.02612,1.21334,-0.62687,0.0952285,-0.0849105,0.0492658,-9.03807,1.18393,-0.625872,0.100791,-0.0850336,0.051788,-9.04743,1.19042,-0.622443,0.0939412,-0.0864603,0.0479863,-9.05391,1.17987,-0.629122,0.0907344,-0.0891638,0.033854,-9.04212,1.20043,-0.625443,0.0935447,-0.0893259
heb_coffee_container_1,0.151929,-9.88427,1.30649,-0.942326,0.242246,-0.036378,0.135561,-9.76127,1.23245,-0.913809,0.25111,-0.0431986,0.130978,-9.64494,1.21527,-0.84156,0.250957,-0.0383459,0.131418,-9.11378,1.22857,-0.640775,0.0975862,-0.0563342,0.161599,-9.15001,1.24324,-0.644645,0.0999109,-0.0538667,0.163461,-9.14442,1.25305,-0.642267,0.108629,-0.0511844,0.162432,-9.13553,1.2492,-0.640938,0.0955042,-0.0593378,0.152484,-9.14017,1.24123,-0.642049,0.0989763,-0.053742,0.164003,-9.14164,1.25124,-0.63718,0.100806,-0.0557297,0.162271,-9.13175,1.24985,-0.656787,0.0971894,-0.0438618
heb_coffee_container_2,-0.00548397,-9.82493,1.33911,-0.962918,0.217162,-0.0590646,0.00477644,-9.76309,1.30232,-0.948158,0.225138,-0.0666059,-0.0386339,-9.73895,1.25785,-0.913499,0.225376,-0.0689551,0.049347,-9.10013,1.28442,-0.652805,0.0691632,-0.0802389,0.00827779,-9.15859,1.29277,-0.660204,0.0724051,-0.0910216,0.0175796,-9.12763,1.28395,-0.654593,0.078689,-0.0996584,0.0134106,-9.14505,1.25504,-0.654208,0.0801356,-0.0882151,0.00965143,-9.15313,1.27523,-0.655676,0.0855366,-0.0958093,-0.00689847,-9.11512,1.27143,-0.659373,0.0729836,-0.0799013,0.0168528,-9.14767,1.27414,-0.653491,0.081833,-0.0872783
heb_coffee_container_3,0.0270852,-9.82067,1.25376,-0.927953,0.225657,-0.065853,0.0166567,-9.87706,1.28532,-0.930805,0.222276,-0.0658519,0.0751312,-9.61671,1.22083,-0.848985,0.207345,-0.068181,0.0711049,-9.00884,1.20396,-0.621731,0.0846194,-0.0860986,0.0473567,-9.06949,1.22058,-0.630798,0.0817705,-0.0854493,0.04215,-9.10048,1.23681,-0.623641,0.0770515,-0.0818358,0.0414646,-9.07849,1.21795,-0.625954,0.0762318,-0.0888823,0.0508669,-9.07892,1.23599,-0.626601,0.0839273,-0.0788063,0.0411811,-9.0761,1.24075,-0.629166,0.0830365,-0.0855382,0.0458122,-9.06259,1.216,-0.621751,0.082961,-0.0794352
heb_coffee_container_4,0.00228331,-9.8186,1.29287,-0.95034,0.217066,-0.0579833,-0.00282308,-9.62973,1.23894,-0.909056,0.229154,-0.0694905,-0.0298725,-9.61867,1.20804,-0.835727,0.231634,-0.0650146,0.036315,-9.15594,1.27613,-0.643872,0.0847008,-0.0850081,0.0457461,-9.14832,1.25643,-0.652204,0.0787864,-0.0799035,0.0260924,-9.0989,1.2436,-0.638566,0.0842312,-0.0855956,0.0165822,-9.10118,1.25732,-0.645282,0.0811024,-0.0872796,0.0333486,-9.09979,1.25463,-0.638239,0.0831084,-0.0882602,0.0275173,-9.11463,1.2675,-0.643134,0.0797704,-0.0779806,0.0263337,-9.11441,1.25279,-0.648604,0.084043,-0.087526
heb_coffee_container_5,0.0489516,-9.91302,1.44851,-1.01766,0.1704,-0.0550735,0.0661527,-9.93947,1.43369,-1.01038,0.16884,-0.0682833,0.0625436,-9.50764,1.38508,-0.795265,0.110877,-0.0654768,0.0584973,-9.18266,1.39148,-0.68082,0.0470952,-0.0800845,0.0591896,-9.17398,1.39225,-0.676653,0.0470845,-0.0792377,0.0576654,-9.1756,1.3685,-0.684001,0.0435843,-0.0867795,0.0581748,-9.18657,1.35611,-0.685644,0.0418713,-0.0799939,0.0568863,-9.18901,1.38398,-0.684579,0.0446956,-0.0835602,0.0488119,-9.18464,1.38102,-0.679045,0.0428012,-0.0837688,0.0734417,-9.19691,1.39677,-0.683509,0.0439691,-0.0862879
long_paper_roll_tube_1,0.145885,-9.25962,1.29478,-0.679647,0.11628,-0.0415897,0.130694,-9.26948,1.30503,-0.681702,0.104385,-0.0422918,0.164255,-9.09592,1.19207,-0.634295,0.110656,-0.054688,0.165456,-9.17572,1.23162,-0.644415,0.101984,-0.054317,0.170221,-9.15716,1.28113,-0.626314,0.0967725,-0.0467848,0.159559,-9.17253,1.2387,-0.643792,0.0905175,-0.0503414,0.185893,-9.16129,1.24381,-0.643398,0.0973124,-0.0438278,0.179101,-9.13857,1.24989,-0.643056,0.0935674,-0.0513113,0.18104,-9.15441,1.23159,-0.637936,0.0878698,-0.0449394,0.162299,-9.15922,1.25471,-0.642918,0.102336,-0.0465322
long_paper_roll_tube_2,0.00111883,-9.11955,1.26428,-0.666044,0.0837582,-0.0726177,0.00300078,-9.07091,1.21524,-0.655122,0.0900404,-0.0862146,-0.00616815,-9.09655,1.21695,-0.655025,0.0819604,-0.0880144,0.014455,-9.06822,1.19822,-0.632164,0.0798003,-0.0863082,0.018753,-9.11443,1.22341,-0.634991,0.0877198,-0.0892408,0.0158008,-9.07374,1.20572,-0.638837,0.0837799,-0.090056,0.0274551,-9.10141,1.21198,-0.636648,0.0829307,-0.0939844,0.0190862,-9.08636,1.20191,-0.632981,0.083656,-0.0888687,0.0162599,-9.08846,1.21456,-0.633778,0.0791969,-0.0860391,0.0198199,-9.09938,1.21291,-0.641876,0.0860147,-0.0895183
long_paper_roll_tube_3,0.0275511,-9.15232,1.25613,-0.657082,0.0902301,-0.068412,0.0322026,-9.19099,1.22887,-0.650488,0.0891533,-0.0876863,0.0733188,-9.09221,1.19481,-0.638914,0.0827807,-0.0818982,0.0852454,-9.08383,1.2084,-0.624094,0.0804552,-0.0753216,0.0419442,-9.10562,1.21001,-0.631449,0.0732501,-0.0843622,0.0414655,-9.09889,1.2126,-0.624373,0.0798184,-0.079779,0.0452749,-9.0933,1.20879,-0.624409,0.084282,-0.079863,0.042072,-9.10709,1.21339,-0.622317,0.0804556,-0.0740276,0.04785,-9.10147,1.19792,-0.620859,0.0768518,-0.0890937,0.0445149,-9.07985,1.21022,-0.620055,0.0784474,-0.0789646
long_paper_roll_tube_4,0.0207869,-9.1623,1.29506,-0.670934,0.0767295,-0.0766998,0.030481,-8.95614,1.23548,-0.638019,0.0846753,-0.0827317,0.0410196,-9.14955,1.247,-0.669568,0.0795313,-0.0778877,0.0313718,-9.10019,1.24342,-0.640219,0.0664706,-0.0881497,0.0561798,-9.0955,1.25313,-0.637356,0.0743114,-0.0897523,0.0436345,-9.10514,1.26132,-0.642831,0.0750492,-0.0826567,0.0449422,-9.07925,1.23705,-0.633358,0.0723804,-0.0833597,0.0352102,-9.11359,1.24116,-0.639289,0.0819813,-0.0822228,0.0468439,-9.08201,1.24114,-0.644641,0.0713403,-0.0826122,0.0363931,-9.118,1.22874,-0.641507,0.0739986,-0.0854359
long_paper_roll_tube_5,0.0544698,-9.23211,1.36133,-0.699551,0.0772241,-0.0771031,0.0553677,-9.08427,1.31296,-0.671756,0.0844946,-0.082408,0.0257048,-9.17027,1.29001,-0.674448,0.0750043,-0.0802243,0.0634887,-9.13985,1.33033,-0.672422,0.0648801,-0.0784672,0.0888889,-9.18066,1.3439,-0.660624,0.0630092,-0.0801689,0.0446361,-9.18035,1.34521,-0.671606,0.0691097,-0.0847568,0.0764189,-9.18398,1.32666,-0.662759,0.0603751,-0.0831621,0.0721921,-9.19244,1.33324,-0.673982,0.0590037,-0.0865288,0.0667978,-9.17019,1.32192,-0.669424,0.0617577,-0.0823877,0.0589916,-9.19353,1.35252,-0.657645,0.0592925,-0.0739163
pineapple_cup_1,0.156368,-9.72064,1.37391,-0.856391,0.170922,-0.0255061,0.153856,-9.62686,1.34288,-0.838894,0.188401,-0.0313965,0.173306,-9.45806,1.30864,-0.757059,0.15018,-0.042306,0.20197,-9.29813,1.32142,-0.669871,0.0984301,-0.0478344,0.213375,-9.21367,1.33361,-0.66233,0.0867436,-0.0509017,0.188775,-9.22775,1.31176,-0.660778,0.0939518,-0.0555259,0.16639,-9.2227,1.29607,-0.66275,0.0918041,-0.0436168,0.167839,-9.20724,1.32675,-0.665794,0.0929122,-0.0510757,0.161268,-9.22797,1.30928,-0.664819,0.0882329,-0.0489983,0.158086,-9.20926,1.33488,-0.654754,0.0901105,-0.0504146
pineapple_cup_2,0.0176839,-9.63204,1.37708,-0.86873,0.155218,-0.0702732,0.0092461,-9.5042,1.33065,-0.841566,0.159766,-0.0764285,-0.051889,-9.30965,1.30781,-0.770095,0.124921,-0.079543,0.00526164,-9.22065,1.30732,-0.658732,0.0683633,-0.084764,0.0260754,-9.14844,1.29301,-0.664781,0.067833,-0.0868431,0.0369767,-9.2018,1.31942,-0.66128,0.0720907,-0.0831324,0.0255007,-9.18012,1.31448,-0.663107,0.0703353,-0.0838743,0.036717,-9.1786,1.33867,-0.666617,0.0686228,-0.0887316,0.0468258,-9.17728,1.31683,-0.672432,0.0658392,-0.0819495,0.0352127,-9.18097,1.3119,-0.663497,0.0717371,-0.0875698
pineapple_cup_3,0.0348607,-9.65513,1.37049,-0.846937,0.155347,-0.0530182,0.00738935,-9.42807,1.29168,-0.804699,0.152486,-0.0632175,0.0559857,-9.4377,1.32207,-0.75843,0.115022,-0.0601525,0.0565737,-9.17028,1.29359,-0.644858,0.064969,-0.0761359,0.0580529,-9.16035,1.30175,-0.648483,0.0702978,-0.0870976,0.0633017,-9.19999,1.29721,-0.649407,0.0636878,-0.0804192,0.0798778,-9.17834,1.29404,-0.652641,0.0728768,-0.0855998,0.0487109,-9.17594,1.29897,-0.647266,0.0670793,-0.080827,0.0691495,-9.17629,1.3111,-0.65126,0.0576018,-0.0854374,0.075715,-9.18366,1.29782,-0.647395,0.0660083,-0.0852564
pineapple_cup_4,0.0392543,-9.56547,1.33751,-0.849719,0.158256,-0.0612239,0.0506979,-9.38511,1.26155,-0.813574,0.160545,-0.0639164,0.0413654,-9.53557,1.29516,-0.749188,0.15339,-0.0691092,0.186985,-9.16566,1.30042,-0.652072,0.0716405,-0.0749725,0.0650508,-9.07352,1.24726,-0.636279,0.0706176,-0.0772154,0.0182481,-9.15009,1.30221,-0.638952,0.0685054,-0.0816648,0.0453973,-9.12997,1.28669,-0.652097,0.0697642,-0.086744,0.0466443,-9.14511,1.29015,-0.651732,0.0728633,-0.0846338,0.0164046,-9.14049,1.29633,-0.646393,0.0768048,-0.0777103,0.0472512,-9.14464,1.28527,-0.650828,0.0763136,-0.0809449
pineapple_cup_5,0.070394,-9.46364,1.29201,-0.770963,0.149823,-0.0635232,0.0863954,-9.14922,1.26686,-0.65017,0.0773169,-0.0655519,0.157549,-9.22997,1.28703,-0.652245,0.0853839,-0.0789757,0.0644969,-8.80559,1.16047,-0.797381,0.0232642,-0.0860871,-0.0431104,-8.72931,1.17507,-0.813358,0.00905974,-0.0908225,-0.12083,-8.67294,1.13065,-0.78576,0.037974,-0.0957108,0.135843,-8.4498,0.623599,-0.0852427,0.389916,-0.138192,0.00406917,-8.53514,0.964903,-0.0659195,0.381549,-0.120778,0.0243849,-8.55312,0.994977,-0.0748931,0.374516,-0.124119,0.0196735,-8.55235,0.984645,-0.074848,0.370896,-0.124197
